Real Americans,Rachel Khong,Literary Fiction,"[['9', '9', '9'], ['0', '0'], ['2131']]",Matthew Maier,['Unknown'],['0'],Lily Chen,"['Art History Major', 'Intern', 'Employee']",Nick,"['High School Student', 'College Student']",May,['Genetic Researcher'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rental House,Weike Wang,Literary Fiction,"[[0], [0]]",None,['None'],['None'],Keru,['Unknown'],Nate,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Rain,Garth Greenwell,Literary Fiction,[['2641']],None,['None'],['0'],Unnamed Narrator,['Poet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somebody's Fool,Richard Russo,Literary Fiction,"[[0], [1349], [1349, 0], [0]]",Doug Raymer,['Police Chief'],"[1349, 0]",Peter Sullivan,['Unknown'],Charice Bond,['Police Chief'],Doug Raymer,['Police Chief'],Ruth,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stella Maris,Cormac McCarthy,Literary Fiction,[['2120']],None,['None'],['0'],Alicia Western,['Mathematician'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun House,David James Duncan,Literary Fiction,"[['0'], ['0'], ['2636'], ['0']]",Young Woman,['Unknown'],['0'],Risa McKeig,['Sanskrit student'],Lorilee Shay,['Unknown'],Young Jesuit,['Jesuit'],Angry Young Man,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tell Me Everything,Elizabeth Strout,Literary Fiction,"[['2611'], ['2641']]",Lucy Barton,['Writer'],['2641'],Bob Burgess,['Lawyer'],Lucy Barton,['Writer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrace Story,Hilary Leichter,Literary Fiction,"[[0], [0], [0]]",Edward,['Unknown'],[0],Annie,['Unknown'],Edward,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Bee Sting,Paul Murray,Literary Fiction,"[['0'], ['0'], ['0'], ['5223']]",Willie,['Student'],['0'],Cass,"['High school student', 'College student']",PJ,['Middle school student'],Imelda,['Housewife'],Dickie,['Car Dealer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Book of Goose,Yiyun Li,Literary Fiction,"[['2641', '7533']]",Earl,['Unknown'],['0'],AgnÃƒÂ¨s,"['Writer', 'Dressmaker']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Candy House,Jennifer Egan,Literary Fiction,"[['1330'], ['2642'], ['1112'], ['0'], ['0'], ['0'], ['0'], ['0'], ['0'], ['5414'], ['0'], ['2641'], ['0310']]",M,['Unknown'],['0'],Bix Bouton,['Tech Entrepreneur'],Alfred Hollander,['Documentary Filmmaker'],Miles Hollander,['Politician'],Lincoln,['Unknown'],Melora,['Unknown'],Charlie Kline,['Unknown'],Roxy,['Unknown'],Chris Salazar,['Unknown'],Molly,['Unknown'],Lulu,['Citizen Agent'],Hannah,['Unknown'],Gregory,['Unpublished Author'],Ames Holland,['Military Personnel'],,,,,,,,,,
The Guest,Emma Cline,Literary Fiction,[['5169']],Simon,['Unknown'],['0'],Alex,['Sex Worker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Half Moon,Mary Beth Keane,Literary Fiction,"[['5131'], ['2611']]",Jess,['Lawyer'],['2611'],Malcolm,['Bartender'],Jess,['Lawyer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Idiot,Elif Batuman,Literary Fiction,[['0']],Ivan,['College student (Mathematics)'],['0'],Selin,['College student'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Late Americans,Brandon Taylor,Literary Fiction,"[['2641'], ['2653', '2411'], ['0'], ['0']]",None,['None'],['0'],Seamus,['Poet'],Ivan,"['Dancer', 'Aspiring Banker']",Fatima,['Unknown'],Noah,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mighty Red,Louise Erdrich,Literary Fiction,"[['8332'], ['0', '2149']]",Hugo,['Unknown'],['0'],Crystal Frechette,['Truck Driver'],Kismet Poe,"['Student', 'Environmental Activist']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Overstory,Richard Powers,Literary Fiction,"[['2651'], ['2149', '2635'], ['2634'], ['2655'], ['2655'], ['0310', '6210'], ['2512'], ['2131', '2132', '2641'], ['0']]",Ray Brinkman,['Actor'],['2655'],Nicolas Hoel,['Artist'],Mimi Ma,"['Engineer', 'Therapist']",Adam Appich,['Psychologist'],Ray Brinkman,['Actor'],Dorothy Cazaly,['Actor'],Douglas Pavlicek,"['Military Personnel', 'Tree Planter']",Neelay Mehta,['Video Game Developer'],Patricia Westerford,"['Botanist', 'Forester', 'Author']",Olivia Vandergriff,['Student'],,,,,,,,,,,,,,,,,,
The Passenger,Cormac McCarthy,Literary Fiction,"[['7543'], ['2120']]",Alicia Western,['Mathematician'],['0'],Bobby Western,['Salvage Diver'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Pole,J.M. Coetzee,Literary Fiction,"[['2652'], ['0']]",Beatriz,['Patron of the arts'],['0'],Wittold Walccyzkiecz,['Pianist'],Beatriz,['Patron of the arts'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Rabbit Hutch,Tess Gunty,Literary Fiction,"[['0'], ['2642']]",Jack,['Dog Walker'],['5164'],Blandine Watkins,['Waitress'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Road,Cormac McCarthy,Literary Fiction,"[[0], [0]]",None,['None'],['None'],The Man,['Not applicable'],The Boy,['Not applicable'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sentence,Louise Erdrich,Literary Fiction,"[['9', '5223']]",Pollux,['Police Officer'],['5412'],Tookie,"['Body Transporter', 'Bookstore Employee']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Swimmers,Julie Otsuka,Literary Fiction,"[[0], [0]]",Frank,['Unknown'],[0],Alice,['Unknown'],Alice's daughter,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Vegetarian,Han Kang,Literary Fiction,"[['0'], ['2651'], ['0']]",Yeong-hye's Brother-in-law,['Mixed Media Artist'],['2651'],Yeong-hye,['Unknown'],Yeong-hye's Brother-in-law,['Mixed Media Artist'],In-hye,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Vulnerables,Sigrid Nunez,Literary Fiction,[['2641']],None,['None'],['0'],Unnamed Female Narrator,['Writer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Wolves of Eternity,Karl Ove Knausgaard,Literary Fiction,"[['0'], ['2131']]",None,['None'],['0'],Syvert LÃƒÂ¸yning,['Military Personnel'],Alevtina Kotov,['Biologist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Wren, the Wren",Anne Enright,Literary Fiction,"[['0'], ['2330', '1345'], ['2641']]",Felim,['Unknown'],['0'],Nell McDaragh,['Writer'],Carmel McDaragh,"['English Teacher', 'Language School Owner']",Phil McDaragh,['Poet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There There,Tommy Orange,Literary Fiction,"[['0'], ['2654'], ['0'], ['0'], ['0'], ['0'], ['0']]",Bill Davis,['Custodian'],['9112'],Tony Loneman,['Unknown'],Dene Oxendene,['Filmmaker'],Opal Viola Victoria Bear Shield,['Unknown'],Edwin Black,['Unknown'],Jacquie Red Feather,['Unknown'],Orvil Red Feather,['Teenager'],Blue,['Unknown'],,,,,,,,,,,,,,,,,,,,,,
This Is Happiness,Niall Williams,Literary Fiction,[[0]],Christy,['Unknown'],[0],Noel Crowe,['Teenager'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time of the Child,Niall Williams,Literary Fiction,"[['2211'], [0], [0]]",Noel Crowe,['Unknown'],[0],Jack Troy,['Doctor'],Ronnie Troy,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To Paradise,Hanya Yanagihara,Literary Fiction,"[[0], [3439], [2131]]",Edward Bishop,['Music Teacher'],['2352'],David Bingham,['Unknown'],David Kawika Bingham,['Paralegal'],Charles Griffith,['Scientific Researcher'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Lake,Ann Patchett,Literary Fiction,"[['2655', '6111']]",Peter Duke,['Actor'],['2655'],Lara Nelson,"['Actor', 'Farmer']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tremor,Teju Cole,Literary Fiction,[['2310']],Sadako,['Unknown'],['0'],Tunde,['Photography Professor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Until August,Gabriel Garcia Marquez,Literary Fiction,[['0']],None,['None'],['0'],Ana Magdalena Bach,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellness,Nathan Hill,Literary Fiction,"[['3431', '3431'], ['0', '2634']]",Elizabeth Augustine,"['Student', 'Psychologist']","['0', '2634']",Jack Baker,"['Photography Student', 'Photographer']",Elizabeth Augustine,"['College student', 'Psychologist']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Within Arm's Reach,Ann Napolitano,Literary Fiction,"[['2642'], [0], ['2212'], [0], ['9313']]",Grayson,['Unknown'],[0],Gracie Leary,['Journalist'],Catharine McLaughlin,['Unknown'],Lila Leary,['Medical Student'],Kelly Leary,['Unknown'],Louis Leary,['Construction Worker'],,,,,,,,,,,,,,,,,,,,,,,,,,
Women Talking,Miriam Toews,Literary Fiction,"[['2330', '0', '2622']]",Ona Friesen,['Unknown'],['0'],August Epps,"['Schoolteacher', 'Librarian']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yellowface,R.F. Kuang,Literary fiction,[['2641']],None,['None'],['0'],June Hayward,['Author'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happiness Falls,Angie Kim,Literary Fiction,[['7']],Vic,['Unknown'],['0'],Mia Parkson,['Student'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Morningside,Tea Obreht,Literary Fiction,[[0]],None,['None'],['0'],Silvia,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Secret History,Donna Tartt,Literary Fiction,[['0']],Camilla Macaulay,['College student (classics)'],['0'],Richard Papen,['College student (classics)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Comfort of Ghosts,Jacqueline Winspear,Mystery,"[['2634', '3359']]",James Compton,['Pilot'],['3153'],Maisie Dobbs,"['Psychologist', 'Investigator']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Chateau Under Siege,Martin Walker,Mystery,[['3355']],Isabelle Perrault,['Unknown'],['0'],Bruno,['Chief of Police'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Grave in the Woods,Martin Walker,Mystery,[['3355']],Isabelle Perrault,['Unknown'],['0'],Bruno,['Chief of Police'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Haunting in Venice,Agatha Christie,Mystery,[['3355']],None,['None'],,Hercule Poirot,['Detective'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Murder to Remember,Brynn Kelly,Mystery,[['2622']],None,['None'],,Amelia Bennett,['Librarian'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Refiner's Fire,Donna Leon,Mystery,[['3355']],Paola Brunetti,['Unknown'],['0'],Guido Brunetti,['Detective superintendent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Woman Underground,Andrew Klavan,Mystery,"[['9', '2310']]",None,['None'],,Cameron Winter,"['Spy', 'English Professor']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A World of Curiosities,Louise Penny,Mystery,[['1349']],Reine-Marie Gamache,['Unknown'],['0'],Armand Gamache,['Chief Inspector'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All That Is Mine I Carry With Me,William Landay,Mystery,"[[0], [0], [0]]",None,['None'],,Miranda Larkin,['Unknown'],Alex Larkin,['Unknown'],Jeff Larkin,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clete,James Lee Burke,Mystery,"[['3355', '5412']]",Clara Bow,['Unknown'],['0'],Clete Purcel,"['Private Investigator', 'Police Officer']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Close to Death,Anthony Horowitz,Mystery,[['3355']],None,['None'],,Daniel Hawthorne,['Detective'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Death at the Sign of the Rook,Kate Atkinson,Mystery,"[['3355'], ['3355']]",None,['None'],,Jackson Brodie,['Ex-detective'],Reggie,['Detective'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dirty Thirty,Janet Evanovich,Mystery,[['3355']],Morelli,['Police Officer'],['5412'],Stephanie Plum,['Bounty Hunter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every Man a King,Walter Mosley,Mystery,[['3355']],Oliya Ruez,"['Bodyguard', 'Mercenary']","['5414', '0310']",Joe King Oliver,['Private Investigator'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Every Time I Go on Vacation, Someone Dies",Catherine Mack,Mystery,[['2641']],Oliver,['Unknown'],['0'],Eleanor Dash,['Author'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everyone in My Family Has Killed Someone,Benjamin Stevenson,Mystery,[['2641']],Unknown,['Unknown'],[0],Ernest 'Ernie' Cunningham,['Writer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everyone on This Train Is a Suspect,Benjamin Stevenson,Mystery,[['2641']],Juliette,['Unknown'],['0'],Ernest 'Ernie'Ã‚Â Cunningham,['Author'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everyone This Christmas Has a Secret,Benjamin Stevenson,Mystery,[['3355']],None,['None'],,Ernest Cunningham,['Detective'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exiles,Jane Harper,Mystery,[['3355']],Gemma,['Unknown'],['0'],Aaron Falk,['Federal Investigator'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feel the Bern,Andrew Shaffer,Mystery,"[['1111'], ['2422']]",None,['None'],,Bernie Sanders,['Senator'],Crash Robertson,['Intern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finlay Donovan Jumps the Gun,Elle Cosimano,Mystery,[['2641']],Nicholas Anthony,['Detective'],['3355'],Finlay Donovan,"['Author', 'Amateur Detective']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Frost,Craig Johnson,Mystery,"[['0310', '3355']]",Henry Hopkins,['None'],['0'],Walt Longmire,"['College Graduate', 'Vietnam War Enlistee', 'Sheriff']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortune Teller,Jana DeLeon,Mystery,"[['3355'], [0], [0]]",Carter,['Military Officer'],['0110'],Fortune Redding,['CIA Operative'],Ida Belle,['Unknown'],Gertie,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From a Far and Lovely Country,Alexander McCall Smith,Mystery,"[['3355'], ['3355']]",Mr. J.L.B Matekoni,['Mechanic'],['7231'],Mma Ramotswe,['Detective'],Charlie,['Assistant Detective'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Holmes, Marple & Poe",James Patterson,Mystery,"[['3355'], ['3355'], ['3355']]",Luka Franke,['Art Thief'],['12'],Brendan Holmes,['Private Investigator'],Margaret Marple,['Private Investigator'],Auguste Poe,['Private Investigator'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homecoming,Kate Morton,Mystery,[['2642']],None,['None'],,Jess Turner,['Journalist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey Drop Dead,Laura Childs,Mystery,[['1412']],Detective Pete Riley,['Detective'],['3355'],Theodosia Browning,['Tea Shop Owner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How to Solve Your Own Murder,Kristen Perrin,Mystery,[['2641']],Detective Rowan Crane,['Detective'],['3355'],Annie Adams,['Aspiring Mystery Novelist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Have Some Questions for You,Rebecca Makkai,Mystery,"[['2310', '2656']]",Yahav,['Law Professor'],['2310'],Bodie Kane,"['Film Professor', 'Podcaster']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leigh Howard and the Ghosts of Simmons-Pierce Manor,Shawn M. Warner,Mystery,[['6']],None,['None'],,Leigh Howard,['Student'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lost Birds,Anne Hillerman,Mystery,"[['3355'], ['5412']]",Jim Chee,['Police Officer'],['5412'],Joe Leaphorn,['Private Detective'],Bernadette Manuelito,['Police Officer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mother-Daughter Murder Night,Nina Simon,Mystery,"[['3334'], [0], ['6']]",None,['None'],,Lana Rubicon,['Real Estate Developer'],Beth,['Unknown'],Jack,"['Student', 'Kayak Tour Guide']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Murder,Katie Williams,Mystery,[['0']],Lou's Husband,['Unknown'],['0'],Lou,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Now or Never,Janet Evanovich,Mystery,[['9']],Morelli,['Police Officer'],['5412'],Stephanie Plum,['Bounty Hunter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pink Lemonade Cake Murder,Joanne Fluke,Mystery,"[['7512', '0']]",Mike or Norman,"['Police Officer', 'Dentist']","['5412', '2261']",Hannah Swensen,"['Baker', 'Amateur Detective']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So Shall You Reap,Donna Leon,Mystery,[['3359']],Paola Brunetti,['Professor'],['2310'],Guido Brunetti,['Commissario'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Still Life,Louise Penny,Mystery,[['1349']],Reine-Marie Gamache,['None'],['0'],Armand Gamache,['Chief Inspector'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summers End,Juneau Black,Mystery,[['2642']],None,['None'],['0'],Vera Vixen,['Reporter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symphony of Secrets,Brendan Slocumb,Mystery,"[['2310'], ['2512']]",Eboni Washington,['Computer Genius'],['2512'],Bern Hendricks,['Music Professor'],Eboni Washington,['Computer Genius'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The 23rd Midnight,James Patterson,Mystery,"[['3355'], ['2642'], ['2611'], ['2212']]",Joe Molinari,['None'],['0'],Lindsay Boxer,['Detective'],Cindy Thomas,['Reporter'],Yuki Castellano,['Attorney'],Claire Washburn,['Medical Examiner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
The 24th Hour,James Patterson,Mystery,"[['3355'], ['2611']]",Joe Molinari,['None'],['0'],Lindsay Boxer,['Sergeant'],Yuki Castellano,['Assistant District Attorney'],Claire Washburn,['Medical Examiner'],Cindy Thomas,['Crime Writer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
The 7 1/2 Deaths of Evelyn Hardcastle,Stuart Turton,Mystery,[['0']],None,['None'],['0'],Aiden Bishop,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Antique Hunter's Guide to Murder,C.L. Miller,Mystery,"[['2654'], [0]]",Jack Thompson,['None'],['0'],Freya Lockwood,['Antique Hunter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Author's Guide to Murder,"Beatriz Williams, Lauren Willig, Karen White",Mystery,"[['2641'], ['2641'], ['2641']]",None,['None'],['0'],Kat de Noir,['Erotica Writer'],Cassie Pringle,['Cozy Mystery Writer'],Emma Endicott,['Historical Fiction Writer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Bandit Queens,Parini Shroff,Mystery,[['7313']],Karem,['Liquor Distributor'],['5223'],Geeta,['Jewelry Maker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Block Party,Jamie Day,Mystery,[[0]],None,['None'],['0'],Alexandra Fox,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,A Merry Little Meet Cute,Julie Murphy and Sierra Simone,Romantic Comedy,"[['2654'], ['2652']]",Nolan Shaw,['Singer'],['2652'],Bee Hobbes,['Adult Film Star'],Nolan Shaw,['Singer']
The Bullet That Missed,Richard Osman,Mystery,"[['2221'], ['0'], ['0'], ['2212']]",Pauline,['Makeup Artist'],['5142'],Joyce,['Retired Nurse'],Elizabeth,['Former Intelligence Operative'],Ron,['Retired Union Leader'],Ibrahim,['Psychiatrist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Dark Wives,Ann Cleeves,Mystery,"[['3355'], ['3355'], ['3355']]",None,['None'],['0'],Vera Stanhope,['Detective Inspector'],Joe,['Detective Sergeant'],Rosie Bell,['Detective Constable'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Drowned,John Banville,Mystery,"[['3355'], ['2212']]",None,['None'],['0'],Detective Inspector Strafford,['Detective Inspector'],Quirke,['Forensic Pathologist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Enigma of Room 622,JoÃ«l Dicker,Mystery,[['2641']],Scarlett,['Aspiring Novelist'],['0'],JoÃƒÂ«l Dicker,['Writer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Extinction of Irena Rey,Jennifer Croft,Mystery,"[['2641'], ['2643']]",Alex Carter,['None'],['0'],Irena Rey,['Author'],Alexis,['Translator'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Golden Spoon,Jessa Maxwell,Mystery,"[['9', '9', '9'], ['2642', '2641'], ['5246', '7512', '2656'], ['2221'], ['1120'], ['2330']]",Archie Morris,['Celebrity Chef'],['3434'],Betsy Martin,"['Creator', 'Host', 'Judge']",Stella Velasquez,"['Journalist', 'Author']",Hannah Severson,"['Server', 'Baker', 'YouTube Influencer']",Lottie Byrne,['Retired Nurse'],Pradyumna Das,['Former CEO'],Gerald Baptiste,['Math Teacher'],,,,,,,,,,,,,,,,,,,,,,,,
The Grey Wolf,Louise Penny,Mystery,"[['1349'], ['1349'], ['1349']]",Reine-Marie Gamache,['Unknown'],['0'],Armand Gamache,['Chief Inspector'],Jean-Guy Beauvoir,['Second-in-command'],Isabelle Lacoste,['Second-in-command'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Guest List,Lucy Foley,Mystery,"[['2641'], ['2656'], ['0'], ['0'], ['0'], ['2432']]",Will Slater,['Television Host'],['2656'],Jules Keegan,['Editor'],Will Slater,['Television Host'],Hannah,['Unknown'],Johnno,['Unknown'],Olivia,['Unknown'],Aoife,['Wedding Planner'],,,,,,,,,,,,,,,,,,,,,,,,
The Heiress,Rachel Hawkins,Mystery,"[['9'], ['2330']]",Cam McTavish,['High school science teacher'],['2330'],Jules Brewster,['Living history museum worker'],Cam McTavish,['High school science teacher'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The House on Prytania,Karen White,Mystery,[[0]],Beau Ryan,['Unknown'],[0],Nola Trenholm,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hunter,Tana French,Mystery,"[['3355', '0'], ['0']]",Lena,['Unknown'],['0'],Cal Hooper,"['Police Officer', 'Retired']",Trey Reddy,['Teenager'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Kamogawa Food Detectives,Hisashi Kashiwai,Mystery,"[['9'], ['9']]",None,['None'],['0'],Koishi Kamogawa,['Food Detective'],Nagare Kamogawa,['Food Detective'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lantern's Dance,Laurie R. King,Mystery,"[['3355'], ['3355']]",Sherlock Holmes,['Detective'],['3355'],Mary Russell,['Detective'],Sherlock Holmes,['Detective'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Last Devil to Die,Richard Osman,Mystery,"[['9'], ['2221'], ['9'], ['2269']]",None,['None'],['0'],Elizabeth,['Former Spy'],Joyce,['Retired Nurse'],Ron,['Retired Trades Union Leader'],Ibrahim,['Psychiatrist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Last Ranger,Peter Heller,Mystery,[['3355']],Hilly,"['Biologist', 'Wolf Expert']",['0'],Ren,['Park Ranger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lock-Up,John Banville,Mystery,"[['2212'], ['3355']]",None,['None'],['0'],Dr Quirke,['Pathologist'],DI St. John Strafford,['Detective Inspector'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The London Seance Society,Sarah Penner,Mystery,"[['0', '9'], ['0']]",None,['None'],['0'],Lenna Wickes,"['Student', 'Spiritualist/Medium']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Longmire Defense,Craig Johnson,Mystery,[['3355']],Victoria 'Vic' Moretti,['Unknown'],['0'],Walt Longmire,['Sheriff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Maid,Nita Prose,Mystery,[['5151']],Juan Manuel,['Dishwasher'],['9412'],Molly Gray,['Hotel Maid'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Man Who Died Twice,Richard Osman,Mystery,"[['0'], ['2221'], ['0'], ['2634']]",Douglas Middlemiss,['MI5 Agent'],['0'],Elizabeth Best,['Former MI5 Agent'],Joyce Meadowcroft,['Retired Nurse'],Ron Ritchie,['Retired Union Leader'],Ibrahim Arif,['Retired Psychiatrist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mistletoe Mystery,Nita Prose,Mystery,[['5151']],Juan Manuel,['Unknown'],['0'],Molly Gray,['Maid'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mystery Guest,Nita Prose,Mystery,[['5151']],Juan Manuel,['None'],['0'],Molly Gray,['Head Maid'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Paris Apartment,Lucy Foley,Mystery,"[['0'], ['2642'], ['0'], ['0'], ['0'], ['0']]",None,['None'],['0'],Jess Hadley,['Unemployed'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Perfect Couple,Elin Hilderbrand,Mystery,"[['1219'], ['1349']]",Michael Oscar 'Shooter' Uxley,['Unknown'],['0'],Celeste Otis,['Assistant Director at the Bronx Zoo'],Ed Kapenash,['Chief of Police'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Raging Storm,Ann Cleeves,Mystery,[['3355']],Jonathan Church,['Unknown'],['0'],Matthew Venn,['Police Inspector'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Restaurant of Lost Recipes,Hisashi Kashiwai,Mystery,"[['9', '9'], ['9', '9']]",Hiro,['None'],['0'],Father,"['Food Detective', 'Diner Owner']",Daughter,"['Food Detective', 'Diner Owner']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The River We Remember,William Kent Krueger,Mystery,"[['3355'], ['2611']]",Garnet Dern,['Unknown'],['0'],Brody Dern,['Sheriff'],Charlie Bauer,['Attorney'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Running Grave,Robert Galbraith,Mystery,"[['3355'], ['3355']]",Matthew Cunliffe,['None'],['0'],Cormoran Strike,['Private Detective'],Robin Ellacott,['Private Detective'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
